metric,value,step
em_DBLP-GoogleScholar_lm_roberta_da_edbt20_alpha_0.8_id_0_size_600,0.9071593284606934,18.0
em_DBLP-GoogleScholar_lm_roberta_da_edbt20_alpha_0.8_id_0_size_600,0.9064084887504578,19.0
em_DBLP-GoogleScholar_lm_roberta_da_edbt20_alpha_0.8_id_0_size_600,0.9064084887504578,20.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.0,1.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.0,2.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.0,3.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.0,4.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.0,5.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.0,6.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.0,7.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.0,8.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.0,9.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.0,10.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.0,11.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.0,12.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.0,13.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.26053640246391296,14.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.03980099409818649,15.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.1991342008113861,16.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.17721518874168396,17.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.1592920422554016,18.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.16736401617527008,19.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_2_size_450,0.16736401617527008,20.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.0,1.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.0,2.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.427325576543808,3.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.8960607647895813,4.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.9080831408500671,5.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.9091730713844299,6.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.9062647223472595,7.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.9003245234489441,8.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.9023841619491577,9.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.8918545842170715,10.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.9150943160057068,11.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.8923375606536865,12.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.9191644191741943,13.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.9158036708831787,14.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.9171974658966064,15.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.914814829826355,16.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.9162875413894653,17.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.9175398349761963,18.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.9159049391746521,19.0
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.9159049391746521,20.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.0,1.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.0,2.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.0,3.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.0,4.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.0,5.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.0,6.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.0,7.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.0,8.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.0,9.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.0,10.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.0,11.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.0,12.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.0,13.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.1428571492433548,14.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.5820433497428894,15.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.6181818246841431,16.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.6410958766937256,17.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.6213017702102661,18.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.6018236875534058,19.0
em_Abt-Buy_lm_roberta_da_None_alpha_0.8_id_0_size_450,0.6018236875534058,20.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.0,1.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.0,2.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.0,3.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.0,4.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.0,5.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.0,6.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.0,7.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.8070617914199829,8.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.8415051102638245,9.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.8248447179794312,10.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.8331360816955566,11.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.8532675504684448,12.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.8601155877113342,13.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.9278350472450256,14.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.9071428775787354,15.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.9259259104728699,16.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.939704179763794,17.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.9421112537384033,18.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.9421112537384033,19.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_300,0.9421112537384033,20.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,1.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,2.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,3.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,4.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,5.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,6.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,7.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,8.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,9.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,10.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,11.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,12.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,13.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,14.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,15.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,16.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,17.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,18.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,19.0
em_Walmart-Amazon_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_2_size_450,0.0,20.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.0810810774564743,1.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.0,2.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.0,3.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.0,4.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.0,5.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.0,6.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.0,7.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.0,8.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.0,9.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.0,10.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.0,11.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.0,12.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.0,13.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.0,14.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.27067670226097107,15.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.14746543765068054,16.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.38688525557518005,17.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.3745819330215454,18.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.3745819330215454,19.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_1_size_300,0.3745819330215454,20.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.0,1.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.0,2.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.8781985640525818,3.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.9195923209190369,4.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.895652174949646,5.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.9409141540527344,6.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.9374262094497681,7.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.9558323621749878,8.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.9619377255439758,9.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.9624573588371277,10.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.9640787839889526,11.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.953880786895752,12.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.949999988079071,13.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.9509692192077637,14.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.9443155527114868,15.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.9545454382896423,16.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.9546485543251038,17.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.9556313753128052,18.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.9556313753128052,19.0
em_DBLP-ACM_lm_roberta_da_dacon_baseline_alpha_0.8_id_4_size_600,0.9556313753128052,20.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.8286014795303345,1.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9431437849998474,2.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9478458166122437,3.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9343379735946655,4.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9624723792076111,5.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9730941653251648,6.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9659863710403442,7.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9423286318778992,8.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9453375935554504,9.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9482758641242981,10.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9644444584846497,11.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9598214030265808,12.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9591160416603088,13.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.964205801486969,14.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9634551405906677,15.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9643652439117432,16.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9519650936126709,17.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9521738886833191,18.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9542483687400818,19.0
em_DBLP-ACM_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_4_size_750,0.9531079530715942,20.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,1.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,2.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,3.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,4.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,5.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,6.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,7.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,8.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,9.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,10.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,11.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,12.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,13.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,14.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,15.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,16.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,17.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,18.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,19.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,20.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.0,1.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.0,2.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.0,3.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.0,4.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.0,5.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.0,6.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.0,7.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.0,8.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.0,9.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.0,10.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.0,11.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.0,12.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.0,13.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.31075698137283325,14.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.030612245202064514,15.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.5027933120727539,16.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.552763819694519,17.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.5473145842552185,18.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.5614035129547119,19.0
em_Walmart-Amazon_lm_roberta_da_dacon_one_to_many_alpha_0.8_id_1_size_450,0.5614035129547119,20.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.0,1.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.0,2.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.0,3.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.0,4.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.0,5.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.0,6.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.0,7.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.0,8.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.0,9.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.0,10.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.32132965326309204,11.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.13084112107753754,12.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.33451956510543823,13.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.28333333134651184,14.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.2594142258167267,15.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.32575756311416626,16.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.32608696818351746,17.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.3188405930995941,18.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.3188405930995941,19.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_3_size_300,0.3188405930995941,20.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.8984547257423401,1.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9499443769454956,2.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9620535969734192,3.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9550930857658386,4.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9413020014762878,5.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.933911144733429,6.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9540481567382812,7.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9665178656578064,8.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9619686603546143,9.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9509269595146179,10.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9537444710731506,11.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9591160416603088,12.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9591160416603088,13.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9606127142906189,14.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9580574035644531,15.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9642857313156128,16.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9621380567550659,17.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9621380567550659,18.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9603524208068848,19.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_750,0.9603524208068848,20.0
em_Walmart-Amazon_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_2_size_750,0.17356115579605103,1.0
em_Walmart-Amazon_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_2_size_750,0.0,2.0
em_Walmart-Amazon_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_2_size_750,0.0,3.0
em_Walmart-Amazon_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_2_size_750,0.3396226465702057,4.0
em_Walmart-Amazon_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_2_size_750,0.5232273936271667,5.0
em_Walmart-Amazon_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_2_size_750,0.5994831919670105,6.0
em_Walmart-Amazon_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_2_size_750,0.6015831232070923,7.0
em_Walmart-Amazon_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_2_size_750,0.6100795865058899,8.0
em_Walmart-Amazon_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_2_size_750,0.5714285969734192,9.0
em_Walmart-Amazon_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_2_size_750,0.6011560559272766,10.0
